State/District/Pincode,Year,Quarter,Registered_Users
362540,2022,1,2504
396220,2022,1,1145
362570,2022,1,386
dadra and nagar haveli,2022,2,269344
daman,2022,2,163861
diu,2022,2,15811
396230,2022,2,220980
396210,2022,2,103014
396215,2022,2,59641
396235,2022,2,48364
362520,2022,2,8149
362571,2022,2,4611
362540,2022,2,2642
396220,2022,2,1206
362570,2022,2,409
dadra and nagar haveli,2022,3,284923
daman,2022,3,173219
diu,2022,3,16665
396230,2022,3,233674
396210,2022,3,108872
396215,2022,3,63078
396235,2022,3,51249
362520,2022,3,8564
362571,2022,3,4883
362540,2022,3,2790
396220,2022,3,1269
362570,2022,3,428
dadra and nagar haveli,2022,4,300217
daman,2022,4,182481
diu,2022,4,17427
396230,2022,4,246264
396210,2022,4,114561
396215,2022,4,66595
396235,2022,4,53953
362520,2022,4,8942
362571,2022,4,5114
362540,2022,4,2925
396220,2022,4,1325
362570,2022,4,446
dadra and nagar haveli,2023,1,314951
daman,2023,1,191432
diu,2023,1,18234
396230,2023,1,258320
396210,2023,1,120136
396215,2023,1,69913
396235,2023,1,56631
362520,2023,1,9335
362571,2023,1,5384
362540,2023,1,3057
396220,2023,1,1383
362570,2023,1,458
dadra and nagar haveli,2023,2,328125
daman,2023,2,199267
diu,2023,2,18972
396230,2023,2,269152
396210,2023,2,124984
396215,2023,2,72836
396235,2023,2,58973
362520,2023,2,9700
362571,2023,2,5612
362540,2023,2,3177
396220,2023,2,1447
362570,2023,2,483
dadra and nagar haveli,2023,3,341846
daman,2023,3,207437
diu,2023,3,19752
396230,2023,3,280334
396210,2023,3,130050
396215,2023,3,75883
396235,2023,3,61512
362520,2023,3,10090
362571,2023,3,5845
362540,2023,3,3309
396220,2023,3,1504
362570,2023,3,508
dadra and nagar haveli,2023,4,354944
daman,2023,4,215319
diu,2023,4,20497
396230,2023,4,291092
396210,2023,4,134878
396215,2023,4,78882
396235,2023,4,63852
362520,2023,4,10454
362571,2023,4,6077
362540,2023,4,3436
396220,2023,4,1559
362570,2023,4,530
dadra and nagar haveli,2024,1,370071
daman,2024,1,224463
diu,2024,1,21329
396230,2024,1,303523
396210,2024,1,140568
396215,2024,1,82279
396235,2024,1,66548
362520,2024,1,10882
362571,2024,1,6346
362540,2024,1,3559
396220,2024,1,1616
362570,2024,1,542
dadra and nagar haveli,2024,2,385068
daman,2024,2,233446
diu,2024,2,22210
396230,2024,2,315805
396210,2024,2,146107
396215,2024,2,85666
396235,2024,2,69263
362520,2024,2,11326
362571,2024,2,6605
362540,2024,2,3717
396220,2024,2,1673
362570,2024,2,562
dadra and nagar haveli,2024,3,381007
daman,2024,3,225491
diu,2024,3,21317
396230,2024,3,230006
396215,2024,3,112752
396210,2024,3,110726
396240,2024,3,54888
396235,2024,3,51544
396193,2024,3,43944
362520,2024,3,10624
362570,2024,3,7694
362540,2024,3,2999
396220,2024,3,2013
dadra and nagar haveli,2024,4,390650
daman,2024,4,231834
diu,2024,4,22066
396230,2024,4,236144
396215,2024,4,115912
396210,2024,4,113815
396240,2024,4,56132
396235,2024,4,52565
396193,2024,4,45146
362520,2024,4,11108
362570,2024,4,7904
362540,2024,4,3054
396220,2024,4,2107
west,2018,1,308558
south east delhi,2018,1,251213
north west,2018,1,223679
new delhi,2018,1,212008
central delhi,2018,1,202723
south west,2018,1,179197
north,2018,1,173622
east,2018,1,169295
south,2018,1,156706
shahdara,2018,1,114549
110059,2018,1,95496
110092,2018,1,83600
110085,2018,1,61333
110086,2018,1,59970
110044,2018,1,55765
110096,2018,1,50625
110041,2018,1,47451
110043,2018,1,46307
110084,2018,1,44143
110042,2018,1,42647
west,2018,2,406877
south east delhi,2018,2,333350
north west,2018,2,294038
new delhi,2018,2,282319
central delhi,2018,2,267154
south west,2018,2,236789
north,2018,2,227958
east,2018,2,221449
south,2018,2,206935
shahdara,2018,2,152113
110059,2018,2,124901
110092,2018,2,108175
110086,2018,2,79557
110085,2018,2,79225
110044,2018,2,73732
110096,2018,2,66744
110041,2018,2,63649
110043,2018,2,60887
110084,2018,2,57380
110042,2018,2,56366
west,2018,3,515854
south east delhi,2018,3,423177
north west,2018,3,376806
new delhi,2018,3,363140
central delhi,2018,3,340549
south west,2018,3,297663
north,2018,3,290251
east,2018,3,280847
south,2018,3,264628
shahdara,2018,3,192430
110059,2018,3,156028
110092,2018,3,136676
110085,2018,3,101332
110086,2018,3,100850
110044,2018,3,91279
110096,2018,3,84164
110041,2018,3,80112
110043,2018,3,74435
110084,2018,3,71154
110042,2018,3,71056
west,2018,4,686653
south east delhi,2018,4,564640
north west,2018,4,496928
new delhi,2018,4,470991
central delhi,2018,4,446787
south west,2018,4,393208
north,2018,4,379177
east,2018,4,373139
south,2018,4,344311
shahdara,2018,4,257785
110059,2018,4,206537
110092,2018,4,177133
110086,2018,4,133412
110085,2018,4,132600
110044,2018,4,121802
110096,2018,4,114255
110041,2018,4,106984
110043,2018,4,98358
110042,2018,4,95335
110094,2018,4,94322
west,2019,1,820526
south east delhi,2019,1,671667
north west,2019,1,583438
new delhi,2019,1,558516
central delhi,2019,1,529918
south west,2019,1,467571
north,2019,1,447987
east,2019,1,439639
south,2019,1,407519
shahdara,2019,1,310351
110059,2019,1,246566
110092,2019,1,206805
110086,2019,1,158267
110085,2019,1,152640
110044,2019,1,145716
110096,2019,1,135423
110041,2019,1,129476
110043,2019,1,117835
110094,2019,1,114562
110042,2019,1,113898
west,2019,2,919096
south east delhi,2019,2,749218
north west,2019,2,649377
new delhi,2019,2,637526
central delhi,2019,2,596940
south west,2019,2,519422
north,2019,2,502570
east,2019,2,487121
south,2019,2,453829
shahdara,2019,2,352312
110059,2019,2,274593
110092,2019,2,228546
110086,2019,2,177199
110085,2019,2,167307
110044,2019,2,162716
110096,2019,2,150097
110041,2019,2,146820
110043,2019,2,131498
110094,2019,2,130660
110042,2019,2,129008
west,2019,3,1008836
south east delhi,2019,3,821304
north west,2019,3,709448
new delhi,2019,3,705546
central delhi,2019,3,658985
south west,2019,3,567496
north,2019,3,554029
east,2019,3,532254
south,2019,3,498200
shahdara,2019,3,391827
110059,2019,3,300007
110092,2019,3,248727
110086,2019,3,194575
110085,2019,3,180186
110044,2019,3,178410
110096,2019,3,164301
110041,2019,3,163228
110001,2019,3,148352
110094,2019,3,146798
110043,2019,3,144276
west,2019,4,1081496
south east delhi,2019,4,883080
north west,2019,4,758620
new delhi,2019,4,757888
central delhi,2019,4,711015
south west,2019,4,605482
north,2019,4,598910
east,2019,4,568283
south,2019,4,533716
shahdara,2019,4,425305
110059,2019,4,320535
110092,2019,4,264380
110086,2019,4,209488
110044,2019,4,192424
110085,2019,4,189774
110041,2019,4,177838
110096,2019,4,176194
110094,2019,4,161096
110001,2019,4,160180
110053,2019,4,156000
west,2020,1,1160353
south east delhi,2020,1,947535
north west,2020,1,814249
new delhi,2020,1,810489
central delhi,2020,1,765149
north,2020,1,648654
south west,2020,1,644981
east,2020,1,604768
south,2020,1,570329
shahdara,2020,1,460186
110059,2020,1,342152
110092,2020,1,280039
110086,2020,1,226703
110044,2020,1,207511
110085,2020,1,200098
110041,2020,1,194243
110096,2020,1,187975
110094,2020,1,175645
110001,2020,1,171087
110053,2020,1,170522
west,2020,2,1243875
south east delhi,2020,2,1011931
north west,2020,2,877218
new delhi,2020,2,858515
central delhi,2020,2,821609
north,2020,2,704186
south west,2020,2,688199
east,2020,2,641233
south,2020,2,608062
shahdara,2020,2,498710
110059,2020,2,365614
110092,2020,2,295000
110086,2020,2,246312
110044,2020,2,223161
110041,2020,2,211987
110085,2020,2,211869
110096,2020,2,199631
110094,2020,2,192135
110053,2020,2,186853
110042,2020,2,186007
west,2020,3,1343895
south east delhi,2020,3,1088989
north west,2020,3,946954
new delhi,2020,3,912051
central delhi,2020,3,888536
north,2020,3,763389
south west,2020,3,739034
east,2020,3,685955
south,2020,3,651616
shahdara,2020,3,543831
110059,2020,3,393571
110092,2020,3,314384
110086,2020,3,267186
110044,2020,3,240937
110041,2020,3,231602
110085,2020,3,225882
110096,2020,3,213595
110094,2020,3,210508
110053,2020,3,205752
110042,2020,3,202151
west,2020,4,1451042
south east delhi,2020,4,1174221
north west,2020,4,1019187
new delhi,2020,4,971715
central delhi,2020,4,962750
north,2020,4,827019
south west,2020,4,792331
east,2020,4,734091
south,2020,4,699303
shahdara,2020,4,591192
110059,2020,4,423149
110092,2020,4,335783
110086,2020,4,288308
110044,2020,4,259476
110041,2020,4,252304
110085,2020,4,241334
110094,2020,4,230259
110096,2020,4,228635
110053,2020,4,226890
110042,2020,4,219941
west,2021,1,1559112
south east delhi,2021,1,1260645
north west,2021,1,1094464
new delhi,2021,1,1039016
central delhi,2021,1,1035060
north,2021,1,890194
south west,2021,1,849223
east,2021,1,786308
south,2021,1,749173
shahdara,2021,1,636908
110059,2021,1,454201
110092,2021,1,359376
110086,2021,1,310419
110044,2021,1,278606
110041,2021,1,272303
110085,2021,1,257921
110094,2021,1,248570
110053,2021,1,245562
110096,2021,1,245046
110042,2021,1,237271
west,2021,2,1666267
south east delhi,2021,2,1346063
north west,2021,2,1170137
new delhi,2021,2,1108471
central delhi,2021,2,1105640
north,2021,2,952374
south west,2021,2,906878
east,2021,2,839185
south,2021,2,799590
shahdara,2021,2,681073
110059,2021,2,485328
110092,2021,2,383095
110086,2021,2,332618
110044,2021,2,297678
110041,2021,2,291909
110085,2021,2,275085
110094,2021,2,266143
110053,2021,2,262977
110096,2021,2,261791
110042,2021,2,254105
west,2021,3,1785309
south east delhi,2021,3,1441462
north west,2021,3,1254464
new delhi,2021,3,1185588
central delhi,2021,3,1184217
north,2021,3,1022251
south west,2021,3,971552
east,2021,3,898137
south,2021,3,855177
shahdara,2021,3,730209
110059,2021,3,520096
110092,2021,3,409520
110086,2021,3,357590
110044,2021,3,319096
110041,2021,3,314015
110085,2021,3,293937
110094,2021,3,285714
110053,2021,3,282380
110096,2021,3,280334
110042,2021,3,273110
west,2021,4,1905278
south east delhi,2021,4,1537814
north west,2021,4,1339480
central delhi,2021,4,1263911
new delhi,2021,4,1263818
north,2021,4,1093028
south west,2021,4,1036466
east,2021,4,957392
south,2021,4,911399
shahdara,2021,4,779798
110059,2021,4,555449
110092,2021,4,436075
110086,2021,4,382858
110044,2021,4,340833
110041,2021,4,336405
110085,2021,4,312819
110094,2021,4,305422
110053,2021,4,301988
110096,2021,4,299233
110042,2021,4,292597
west,2022,1,2017435
south east delhi,2022,1,1628157
north west,2022,1,1419688
central delhi,2022,1,1338465
new delhi,2022,1,1336911
north,2022,1,1159277
south west,2022,1,1097016
east,2022,1,1013024
south,2022,1,963775
shahdara,2022,1,826148
110059,2022,1,588266
110092,2022,1,460951
110086,2022,1,406863
110044,2022,1,361314
110041,2022,1,357509
110085,2022,1,330413
110094,2022,1,324145
110053,2022,1,320362
110096,2022,1,316906
110042,2022,1,310672
west,2022,2,2124626
south east delhi,2022,2,1714507
north west,2022,2,1496002
central delhi,2022,2,1409776
new delhi,2022,2,1406687
north,2022,2,1222605
south west,2022,2,1155288
east,2022,2,1066632
south,2022,2,1013938
shahdara,2022,2,870461
110059,2022,2,619737
110092,2022,2,484816
110086,2022,2,429566
110044,2022,2,381041
110041,2022,2,377721
110085,2022,2,347243
110094,2022,2,341936
110053,2022,2,337770
110096,2022,2,333973
110042,2022,2,328052
west,2022,3,2235907
south east delhi,2022,3,1804123
north west,2022,3,1575473
central delhi,2022,3,1483786
new delhi,2022,3,1479669
north,2022,3,1288507
south west,2022,3,1215697
east,2022,3,1121596
south,2022,3,1065631
shahdara,2022,3,917096
110059,2022,3,652328
110092,2022,3,509260
110086,2022,3,453393
110044,2022,3,401386
110041,2022,3,398712
110085,2022,3,364644
110094,2022,3,360554
110053,2022,3,356138
110096,2022,3,351480
110042,2022,3,346285
west,2022,4,2348063
south east delhi,2022,4,1894776
north west,2022,4,1655730
central delhi,2022,4,1558400
new delhi,2022,4,1552874
north,2022,4,1354521
south west,2022,4,1275864
east,2022,4,1177294
south,2022,4,1117981
shahdara,2022,4,963656
110059,2022,4,685596
110092,2022,4,534009
110086,2022,4,477514
110044,2022,4,422192
110041,2022,4,419823
110085,2022,4,382113
110094,2022,4,379346
110053,2022,4,374689
110096,2022,4,369272
110042,2022,4,364573
west,2023,1,2453869
south east delhi,2023,1,1980915
north west,2023,1,1731494
central delhi,2023,1,1629248
new delhi,2023,1,1622600
north,2023,1,1416994
south west,2023,1,1333347
east,2023,1,1230290
south,2023,1,1167338
shahdara,2023,1,1007880
110059,2023,1,716856
110092,2023,1,557488
110086,2023,1,500213
110044,2023,1,441996
110041,2023,1,439789
110085,2023,1,398902
110094,2023,1,397220
110053,2023,1,392197
110096,2023,1,386108
110042,2023,1,381910
west,2023,2,2546575
south east delhi,2023,2,2055408
north west,2023,2,1798636
central delhi,2023,2,1690547
new delhi,2023,2,1682305
north,2023,2,1471979
south west,2023,2,1383364
east,2023,2,1275831
south,2023,2,1209741
shahdara,2023,2,1046614
110059,2023,2,744061
110092,2023,2,577301
110086,2023,2,520976
110044,2023,2,459541
110041,2023,2,457756
110094,2023,2,413225
110085,2023,2,413127
110053,2023,2,407624
110096,2023,2,400907
110042,2023,2,397341
west,2023,3,2641529
south east delhi,2023,3,2133173
north west,2023,3,1866671
central delhi,2023,3,1754227
new delhi,2023,3,1744588
north,2023,3,1528582
south west,2023,3,1435544
east,2023,3,1322844
south,2023,3,1254751
shahdara,2023,3,1086372
110059,2023,3,772107
110092,2023,3,598195
110086,2023,3,540985
110044,2023,3,477143
110041,2023,3,475553
110094,2023,3,429279
110085,2023,3,428343
110053,2023,3,423667
110096,2023,3,415834
110042,2023,3,413005
west,2023,4,2732926
south east delhi,2023,4,2207076
north west,2023,4,1933267
central delhi,2023,4,1815323
new delhi,2023,4,1803952
north,2023,4,1583005
south west,2023,4,1484762
east,2023,4,1367614
south,2023,4,1296849
shahdara,2023,4,1124343
110059,2023,4,798856
110092,2023,4,617934
110086,2023,4,561319
110044,2023,4,494483
110041,2023,4,493201
110094,2023,4,444837
110085,2023,4,442488
110053,2023,4,438988
110096,2023,4,430061
110042,2023,4,428202
west,2024,1,2837958
south east delhi,2024,1,2291746
north west,2024,1,2008098
central delhi,2024,1,1884700
new delhi,2024,1,1871468
north,2024,1,1644670
south west,2024,1,1541622
east,2024,1,1418866
south,2024,1,1345231
shahdara,2024,1,1167913
110059,2024,1,829414
110092,2024,1,640499
110086,2024,1,583639
110044,2024,1,513673
110041,2024,1,513299
110094,2024,1,462468
110085,2024,1,458957
110053,2024,1,456507
110096,2024,1,446305
110042,2024,1,445367
west,2024,2,2945032
south east delhi,2024,2,2378417
north west,2024,2,2085373
central delhi,2024,2,1956609
new delhi,2024,2,1940666
north,2024,2,1707431
south west,2024,2,1599704
east,2024,2,1471663
south,2024,2,1395197
shahdara,2024,2,1212695
110059,2024,2,860657
110092,2024,2,664004
110086,2024,2,606637
110044,2024,2,533714
110041,2024,2,533351
110094,2024,2,480546
110085,2024,2,475853
110053,2024,2,474265
110096,2024,2,463060
110042,2024,2,462808
west,2024,3,2715492
south east,2024,3,2262427
central delhi,2024,3,1990109
north west,2024,3,1907401
north,2024,3,1686282
new delhi,2024,3,1633520
south west,2024,3,1419174
south,2024,3,1307337
east,2024,3,1256144
shahdara,2024,3,1189211
110059,2024,3,808649
110092,2024,3,640039
110094,2024,3,572978
110086,2024,3,564824
110044,2024,3,511337
110041,2024,3,503783
110053,2024,3,421565
110085,2024,3,415633
110042,2024,3,413179
110084,2024,3,406578
west,2024,4,2781222
south east,2024,4,2320701
central delhi,2024,4,2040406
north west,2024,4,1953572
north,2024,4,1727450
new delhi,2024,4,1676758
south west,2024,4,1452225
south,2024,4,1340531
east,2024,4,1285131
shahdara,2024,4,1217468
110059,2024,4,826819
110092,2024,4,654020
110094,2024,4,587845
110086,2024,4,578378
110044,2024,4,522834
110041,2024,4,516205
110053,2024,4,432535
110085,2024,4,425910
110042,2024,4,423578
110084,2024,4,414907
north goa,2018,1,57769
south goa,2018,1,34167
403516,2018,1,6466
403601,2018,1,5251
403001,2018,1,5240
403401,2018,1,5138
403802,2018,1,3850
403722,2018,1,3844
403507,2018,1,3831
403521,2018,1,2841
403515,2018,1,2443
403509,2018,1,2386
north goa,2018,2,76192
south goa,2018,2,45982
403516,2018,2,8301
403001,2018,2,7089
403601,2018,2,6974
403401,2018,2,6685
403722,2018,2,5343
403802,2018,2,5119
403507,2018,2,4991
403521,2018,2,3804
403515,2018,2,3277
403509,2018,2,3077
north goa,2018,3,95307
south goa,2018,3,58495
403516,2018,3,9997
403001,2018,3,8932
403601,2018,3,8721
403401,2018,3,8256
403722,2018,3,7084
403802,2018,3,6453
403507,2018,3,6272
403521,2018,3,4797
403515,2018,3,4153
403801,2018,3,3775
north goa,2018,4,121001
south goa,2018,4,74349
403516,2018,4,12486
403001,2018,4,11471
403601,2018,4,10977
403401,2018,4,10356
403722,2018,4,9148
403802,2018,4,8151
403507,2018,4,7980
403521,2018,4,6106
403515,2018,4,5194
403509,2018,4,4753
north goa,2019,1,147802
south goa,2019,1,90350
403516,2019,1,15021
403001,2019,1,14063
403601,2019,1,13406
403401,2019,1,12431
403722,2019,1,11012
403802,2019,1,9859
403507,2019,1,9777
403521,2019,1,7471
403515,2019,1,6247
403512,2019,1,5763
north goa,2019,2,173002
south goa,2019,2,105938
403516,2019,2,17020
403001,2019,2,16546
403601,2019,2,15906
403401,2019,2,14462
403722,2019,2,12443
403802,2019,2,11642
403507,2019,2,11602
403521,2019,2,8708
403515,2019,2,7164
403512,2019,2,6805
north goa,2019,3,197361
south goa,2019,3,119833
403516,2019,3,19191
403001,2019,3,18952
403601,2019,3,18205
403401,2019,3,16425
403722,2019,3,13795
403507,2019,3,13252
403802,2019,3,13185
403521,2019,3,10022
403515,2019,3,8059
403512,2019,3,7853
north goa,2019,4,220385
south goa,2019,4,133161
403516,2019,4,21230
403001,2019,4,20952
403601,2019,4,20128
403401,2019,4,18284
403722,2019,4,15231
403507,2019,4,14800
403802,2019,4,14490
403521,2019,4,11139
403515,2019,4,8917
403512,2019,4,8854
north goa,2020,1,244309
south goa,2020,1,147591
403516,2020,1,23160
403001,2020,1,22905
403601,2020,1,22252
403401,2020,1,20276
403722,2020,1,16611
403507,2020,1,16487
403802,2020,1,16084
403521,2020,1,12266
403512,2020,1,9989
403515,2020,1,9727
north goa,2020,2,267533
south goa,2020,2,163106
403001,2020,2,24693
403601,2020,2,24596
403516,2020,2,24526
403401,2020,2,22379
403507,2020,2,18333
403722,2020,2,17947
403802,2020,2,17824
403521,2020,2,13409
403512,2020,2,11037
403515,2020,2,10353
north goa,2020,3,294195
south goa,2020,3,180767
403601,2020,3,27208
403001,2020,3,26737
403516,2020,3,26198
403401,2020,3,24797
403507,2020,3,20441
403802,2020,3,19674
403722,2020,3,19552
403521,2020,3,14524
403512,2020,3,12307
403515,2020,3,11111
north goa,2020,4,326479
south goa,2020,4,201105
403601,2020,4,30363
403001,2020,4,29484
403516,2020,4,28745
403401,2020,4,27577
403507,2020,4,22919
403802,2020,4,21866
403722,2020,4,21365
403521,2020,4,16004
403512,2020,4,13802
403515,2020,4,12169
north goa,2021,1,352593
south goa,2021,1,217442
403601,2021,1,32812
403001,2021,1,31639
403516,2021,1,31109
403401,2021,1,29759
403507,2021,1,24789
403802,2021,1,23590
403722,2021,1,23019
403521,2021,1,17278
403512,2021,1,15009
403515,2021,1,13117
north goa,2021,2,376703
south goa,2021,2,232403
403601,2021,2,35016
403001,2021,2,33753
403516,2021,2,33166
403401,2021,2,31770
403507,2021,2,26546
403802,2021,2,25160
403722,2021,2,24578
403521,2021,2,18403
403512,2021,2,16035
403515,2021,2,13992
north goa,2021,3,403952
south goa,2021,3,249506
403601,2021,3,37507
403001,2021,3,36113
403516,2021,3,35395
403401,2021,3,34083
403507,2021,3,28444
403802,2021,3,26955
403722,2021,3,26342
403521,2021,3,19690
403512,2021,3,17249
403515,2021,3,14917
north goa,2021,4,430814
south goa,2021,4,266364
403601,2021,4,39985
403001,2021,4,38489
403516,2021,4,37615
403401,2021,4,36388
403507,2021,4,30339
403802,2021,4,28748
403722,2021,4,28215
403521,2021,4,20963
403512,2021,4,18476
403515,2021,4,15851
north goa,2022,1,456250
south goa,2022,1,282378
403601,2022,1,42284
403001,2022,1,40658
403516,2022,1,39737
403401,2022,1,38530
403507,2022,1,32152
403802,2022,1,30460
403722,2022,1,29946
403521,2022,1,22153
403512,2022,1,19621
403515,2022,1,16746
north goa,2022,2,480353
south goa,2022,2,297426
403601,2022,2,44524
403001,2022,2,42745
403516,2022,2,41711
403401,2022,2,40592
403507,2022,2,33849
403802,2022,2,32057
403722,2022,2,31588
403521,2022,2,23291
403512,2022,2,20688
403515,2022,2,17575
north goa,2022,3,504946
